avg_rtt,max_rtt,std_rtt,moving_avg,rtt_change_rate,is_anomaly
17.36,29.2,10.25,17.36,205.15,0
17.22,29.2,10.42,17.22,72.23,0
16.72,29.2,10.62,16.72,150.61,0
14.12,29.1,10.42,14.12,68.74,0
12.23,29.0,9.17,12.23,216.77,0
10.01,29.0,7.68,10.01,44.61,0
7.36,15.2,4.64,7.36,55.58,0
7.36,15.2,4.64,7.36,10.36,0
7.44,16.0,4.78,7.44,477.62,0
8.61,16.5,5.38,8.61,3.12,0
8.25,16.5,5.07,8.25,32.12,0
9.1,16.5,5.02,9.1,12.5,0
11.0,29.4,7.91,11.0,133.33,0
11.4,29.4,7.61,11.4,75.68,0
12.34,29.4,7.97,12.34,174.13,0
12.05,29.4,8.26,12.05,85.92,0
12.34,29.4,7.96,12.34,97.46,0
13.35,29.4,7.29,13.35,134.86,0
11.92,29.4,8.0,11.92,86.33,0
10.53,29.4,8.28,10.53,46.86,0
9.79,29.4,8.52,9.79,49.03,0
8.84,29.4,8.68,8.84,18.02,0
6.14,19.6,5.47,6.14,23.57,0
6.84,19.6,5.97,6.84,487.5,0
5.32,14.1,4.2,5.32,68.79,0
6.56,15.2,5.02,6.56,245.45,0
7.47,15.2,5.53,7.47,4.61,0
6.48,15.2,5.37,6.48,80.28,0
7.93,16.3,5.84,7.93,469.93,0
7.88,16.3,5.89,7.88,87.36,0
8.87,16.3,5.96,8.87,565.05,0
10.01,16.3,5.85,10.01,6.57,0
10.17,16.3,5.66,10.17,72.74,0
9.1,16.3,5.82,9.1,14.57,0
9.11,16.3,5.81,9.11,32.65,0
7.82,16.3,5.75,7.82,48.78,0
6.7,16.3,5.42,6.7,42.42,0
7.09,16.3,5.27,7.09,104.56,0
5.73,14.6,4.4,5.73,60.18,0
5.96,14.6,4.26,5.96,64.55,0
4.93,14.6,3.43,4.93,23.81,0
3.86,6.73,1.16,3.86,16.07,0
3.98,6.73,1.24,3.98,34.87,0
3.91,6.73,1.3,3.91,50.38,0
3.74,6.73,1.31,3.74,9.96,0
4.02,6.73,1.27,4.02,76.31,0
4.06,6.73,1.26,4.06,27.08,0
6.42,30.4,8.04,6.42,723.85,0
6.38,30.4,8.06,6.38,92.63,0
7.29,30.4,8.3,7.29,502.68,0
7.29,30.4,8.3,7.29,75.19,0
8.4,30.4,8.51,8.4,347.76,0
8.28,30.4,8.56,8.28,72.67,0
8.37,30.4,8.51,8.37,15.37,0
9.63,30.4,8.53,9.63,346.69,0
9.51,30.4,8.61,9.51,75.29,0
10.6,30.4,8.49,10.6,281.2,0
8.96,15.5,5.6,8.96,4.11,0
9.08,15.5,5.47,9.08,75.36,0
9.01,15.5,5.41,9.01,271.01,0
10.07,15.5,5.24,10.07,9.37,0
9.02,15.5,5.2,9.02,67.86,0
8.91,15.5,5.32,8.91,33.78,0
11.41,28.4,7.55,11.41,853.02,0
11.24,28.4,7.48,11.24,51.41,0
12.16,28.4,7.07,12.16,5.07,0
11.05,28.4,7.46,11.05,73.51,0
11.03,28.4,7.45,11.03,297.69,0
11.23,28.4,7.27,11.23,60.58,0
11.16,28.4,7.26,11.16,122.43,0
11.1,28.4,7.24,11.1,10.74,0
13.55,29.0,8.61,13.55,116.42,0
13.83,29.0,8.3,13.83,80.07,0
11.45,29.0,7.1,11.45,20.24,0
11.38,29.0,7.08,11.38,184.16,0
13.01,29.4,8.93,13.01,124.43,0
15.51,29.4,9.4,15.51,3.06,0
17.0,29.4,10.16,17.0,0.7,0
16.74,29.4,10.49,16.74,90.35,0
15.8,29.4,11.26,15.8,2.53,0
14.71,29.4,11.94,14.71,5.19,0
13.21,29.4,10.95,13.21,446.88,0
12.87,29.4,11.22,12.87,82.93,0
12.71,29.4,11.35,12.71,23.43,0
11.74,29.4,11.68,11.74,16.95,0
10.06,28.7,10.13,10.06,265.22,0
7.47,28.7,8.21,7.47,79.13,0
5.99,14.0,4.92,5.99,424.71,0
7.27,15.6,5.54,7.27,13.04,0
7.38,15.6,5.46,7.38,75.51,0
7.37,15.6,5.47,7.37,34.82,0
7.52,15.6,5.66,7.52,522.49,0
7.75,15.6,5.5,7.75,69.87,0
10.31,28.5,8.03,10.31,510.28,0
11.92,28.5,8.11,11.92,31.23,0
12.63,28.5,8.44,12.63,0.51,0
15.4,30.3,9.21,15.4,53.81,0
16.95,30.3,10.07,16.95,3.3,0
18.18,30.3,10.57,18.18,4.78,0
18.16,30.3,10.6,18.16,86.88,0
18.17,30.3,10.59,18.17,30.87,0
16.83,30.3,11.63,16.83,15.42,0
16.89,30.3,11.57,16.89,148.13,0
14.42,30.3,11.47,14.42,29.57,0
12.85,30.3,11.72,12.85,5.61,0
11.25,30.3,11.77,11.25,7.85,0
8.62,29.3,10.03,8.62,10.16,0
7.36,27.9,7.92,7.36,316.46,0
6.09,16.7,5.01,6.09,8.98,0
7.28,16.7,5.67,7.28,2.63,0
7.43,16.7,5.56,7.43,74.04,0
7.74,16.7,5.33,7.74,29.38,0
7.58,16.7,5.43,7.58,30.15,0
8.04,16.7,5.28,8.04,128.14,0
7.87,16.7,5.43,7.87,72.81,0
8.86,16.7,5.47,8.86,494.71,0
8.75,16.7,5.57,8.75,78.15,0
7.47,15.6,5.05,7.47,30.51,0
7.45,15.6,5.02,7.45,289.61,0
6.18,15.0,4.35,6.18,80.4,0
6.06,15.0,4.43,6.06,3.06,0
6.85,15.0,4.88,6.85,359.65,0
8.38,19.0,5.94,8.38,45.04,0
7.98,19.0,6.06,7.98,77.42,0
9.34,19.0,6.16,9.34,270.63,0
8.26,19.0,6.28,8.26,82.7,0
8.15,19.0,6.38,8.15,34.55,0
9.0,19.0,6.32,9.0,588.89,0
10.41,29.1,8.65,10.41,134.68,0
10.4,29.1,8.66,10.4,90.45,0
10.34,29.1,8.71,10.34,17.99,0
9.24,29.1,8.98,9.24,7.89,0
7.6,29.1,8.54,7.6,25.24,0
7.46,29.1,8.6,7.46,7.6,0
6.15,29.1,8.2,6.15,1.77,0
7.26,29.1,8.41,7.26,379.17,0
8.45,29.1,8.4,8.45,0.72,0
7.46,29.1,8.46,7.46,81.68,0
5.01,13.8,4.42,5.01,81.67,0
5.02,13.8,4.41,5.02,35.96,0
5.22,13.8,4.33,5.22,46.23,0
5.29,13.8,4.28,5.29,34.89,0
5.3,13.8,4.27,5.3,0.36,0
5.26,13.8,4.3,5.26,14.34,0
5.27,13.8,4.29,5.27,23.85,0
4.24,13.7,3.23,4.24,17.57,0
4.41,15.4,3.73,4.41,342.53,0
28.66,245.0,72.21,28.66,1490.91,1
49.5,245.0,90.11,49.5,13.06,1
79.71,305.0,116.27,79.71,43.19,1
111.78,325.0,133.93,111.78,6.56,1
126.8,325.0,129.2,126.8,52.92,1
146.42,325.0,123.66,146.42,30.07,1
179.98,338.0,125.54,179.98,69.85,1
208.49,338.0,113.94,208.49,14.79,1
232.64,338.0,91.26,232.64,14.93,1
257.5,338.0,55.59,257.5,7.76,1
249.9,338.0,61.64,249.9,35.98,1
254.9,338.0,60.46,254.9,55.62,1
256.7,338.0,62.17,256.7,22.81,1
253.3,338.0,59.2,253.3,9.91,1
271.8,338.0,53.61,271.8,16.15,1
279.7,338.0,47.81,279.7,17.75,1
261.0,338.0,57.03,261.0,45.68,1
263.1,338.0,58.36,263.1,104.64,1
263.3,338.0,58.3,263.3,20.06,1
264.6,338.0,58.44,264.6,12.15,1
270.8,338.0,50.76,270.8,16.61,1
270.7,338.0,50.77,270.7,13.42,1
254.1,338.0,57.63,254.1,40.08,1
247.7,338.0,56.73,247.7,44.59,1
238.6,309.0,48.16,238.6,8.81,1
246.2,354.0,58.64,246.2,43.32,1
246.4,354.0,58.32,246.4,56.78,1
247.9,354.0,60.07,247.9,111.76,1
244.5,354.0,60.98,244.5,34.26,1
247.7,354.0,63.4,247.7,45.07,1
249.3,354.0,63.16,249.3,20.06,1
253.9,354.0,65.54,253.9,24.7,1
264.4,354.0,57.04,264.4,14.94,1
252.2,354.0,74.2,252.2,59.92,1
246.1,354.0,76.84,246.1,77.14,1
235.2,324.0,67.98,235.2,31.72,1
247.7,324.0,63.02,247.7,13.47,1
241.3,309.0,58.0,241.3,6.47,1
246.3,309.0,57.5,246.3,1.15,1
227.7,308.0,63.93,227.7,53.23,1
229.5,308.0,64.7,229.5,115.45,1
223.4,278.0,59.69,223.4,6.79,1
228.4,312.0,64.61,228.4,26.32,1
248.8,312.0,53.71,248.8,0.96,1
251.6,312.0,51.03,251.6,30.74,1
261.0,339.0,57.23,261.0,58.41,1
256.3,339.0,57.57,256.3,31.86,1
256.5,339.0,57.58,256.5,13.42,1
251.7,339.0,58.83,251.7,17.94,1
260.8,339.0,43.17,260.8,0.47,1
263.7,339.0,44.31,263.7,37.38,1
265.2,339.0,43.97,265.2,10.88,1
257.2,339.0,41.96,257.2,11.45,1
249.6,339.0,38.65,249.6,0.43,1
257.6,339.0,38.73,257.6,26.18,1
257.8,341.0,39.15,257.8,15.99,1
255.2,341.0,41.63,255.2,39.88,1
256.5,341.0,42.02,256.5,34.15,1
260.9,341.0,39.68,260.9,5.82,1
265.5,341.0,36.52,265.5,0.39,1
256.5,341.0,39.37,256.5,21.54,1
258.3,341.0,39.99,258.3,37.25,1
256.8,341.0,41.21,256.8,22.5,1
262.8,341.0,41.67,262.8,35.02,1
258.0,341.0,40.55,258.0,16.04,1
258.0,341.0,40.55,258.0,38.62,1
262.2,341.0,36.85,262.2,27.57,1
262.6,341.0,37.01,262.6,12.96,1
267.6,341.0,39.48,267.6,10.75,1
256.9,341.0,52.45,256.9,50.49,1
262.7,341.0,49.4,262.7,71.24,1
259.4,341.0,49.24,259.4,5.73,1
260.8,341.0,48.2,260.8,6.48,1
259.6,341.0,47.53,259.6,21.65,1
270.7,357.0,55.37,270.7,27.05,1
265.7,357.0,50.87,265.7,18.49,1
267.0,357.0,50.54,267.0,10.65,1
269.9,357.0,51.96,269.9,18.46,1
266.9,357.0,50.46,266.9,9.42,1
267.4,357.0,49.34,267.4,43.37,1
259.7,357.0,55.24,259.7,17.09,1
259.5,357.0,55.29,259.5,32.43,1
239.31,357.0,88.75,239.31,88.12,0
214.04,357.0,107.32,214.04,2.75,0
181.16,308.0,108.84,181.16,0.35,0
153.6,308.0,112.37,153.6,45.39,0
128.03,308.0,114.32,128.03,72.01,0
97.6,279.0,102.23,97.6,13.92,0
71.16,245.0,84.56,71.16,293.53,0
56.76,245.0,80.72,56.76,4.11,0
38.58,245.0,69.48,38.58,77.5,0
15.58,29.1,9.64,15.58,376.19,0
14.09,28.3,8.53,14.09,5.33,0
11.57,28.2,7.62,11.57,77.68,0
9.09,15.4,5.57,9.09,5.36,0
7.8,15.0,5.45,7.8,24.25,0
7.63,15.0,5.58,7.63,3.56,0
8.54,15.0,5.61,8.54,388.55,0
8.61,15.3,5.69,8.61,19.53,0
8.69,15.3,5.77,8.69,3.27,0
9.91,15.3,5.75,9.91,3.38,0
10.0,15.9,5.84,10.0,3.92,0
8.87,15.9,6.0,8.87,81.26,0
9.95,15.9,5.84,9.95,366.44,0
10.0,15.9,5.78,10.0,72.3,0
11.26,15.9,5.38,11.26,294.81,0
12.53,15.9,4.64,12.53,0.66,0
11.5,15.9,5.53,11.5,83.86,0
11.45,15.9,5.5,11.45,499.19,0
10.28,15.9,5.9,10.28,79.39,0
10.3,15.9,5.92,10.3,411.48,0
9.12,15.6,5.87,9.12,73.72,0
9.12,15.6,5.87,9.12,28.29,0
8.02,15.6,5.9,8.02,1.36,0
7.96,15.6,5.95,7.96,11.38,0
6.68,15.6,5.62,6.68,26.93,0
5.59,15.6,4.85,5.59,88.56,0
5.57,15.6,4.86,5.57,48.54,0
4.43,15.6,3.78,4.43,48.47,0
4.66,15.6,3.76,4.66,57.94,0
3.34,5.37,0.97,3.34,56.24,0
3.33,5.37,0.96,3.33,71.06,0
4.56,15.2,3.67,4.56,278.11,0
4.61,15.2,3.65,4.61,77.57,0
4.4,15.2,3.79,4.4,67.45,0
4.49,15.2,3.74,4.49,200.9,0
4.54,15.2,3.75,4.54,46.71,0
5.8,15.2,4.76,5.8,204.08,0
5.78,15.2,4.77,5.78,78.66,0
5.56,15.2,4.84,5.56,0.94,0
5.61,15.2,4.81,5.61,12.77,0
5.58,15.2,4.82,5.58,35.0,0
5.7,16.4,5.06,5.7,333.86,0
5.68,16.4,5.07,5.68,80.43,0
6.07,16.4,4.85,6.07,55.76,0
7.22,16.4,5.39,7.22,196.0,0
8.25,16.4,5.82,8.25,2.7,0
8.28,16.4,5.85,8.28,0.0,0
9.7,17.4,6.16,9.7,14.47,0
10.83,17.4,5.9,10.83,16.67,0
12.03,17.4,5.34,12.03,2.07,0
12.12,17.4,5.2,12.12,68.04,0
10.94,17.4,5.43,10.94,2.96,0
11.02,17.4,5.32,11.02,13.94,0
10.8,17.4,5.6,10.8,28.35,0
9.72,17.4,5.76,9.72,43.11,0
8.59,17.4,5.69,8.59,4.2,0
8.59,17.4,5.69,8.59,291.75,0
8.33,15.2,5.32,8.33,2.63,0
7.11,15.2,5.17,7.11,84.53,0
6.0,15.2,4.56,6.0,58.52,0
5.87,15.2,4.61,5.87,3.86,0
5.76,15.2,4.65,5.76,0.86,0
5.65,15.2,4.7,5.65,16.47,0
5.73,15.2,4.66,5.73,23.88,0
5.74,15.2,4.66,5.74,16.2,0
5.88,15.2,4.62,5.88,26.2,0
4.62,14.8,3.48,4.62,50.48,0
3.44,5.25,0.8,3.44,17.31,0
3.49,5.25,0.74,3.49,8.85,0
3.46,5.25,0.74,3.46,20.14,0
3.47,5.25,0.74,3.47,8.38,0
3.57,5.25,0.79,3.57,22.93,0
3.51,5.25,0.86,3.51,48.54,0
5.72,25.7,6.71,5.72,1022.27,0
8.25,29.4,9.72,8.25,14.4,0
10.4,29.4,11.11,10.4,8.84,0
12.8,29.4,11.74,12.8,0.75,0
12.92,29.4,11.65,12.92,84.21,0
12.93,29.4,11.64,12.93,31.19,0
13.16,29.4,11.47,13.16,94.81,0
13.18,29.4,11.45,13.18,31.79,0
13.92,29.4,11.09,13.92,209.9,0
14.14,29.4,10.89,14.14,63.11,0
11.85,29.4,10.62,11.85,35.76,0
9.19,26.8,9.11,9.19,1.77,0
7.66,26.6,7.08,7.66,300.7,0
8.02,30.2,8.06,8.02,162.61,0
9.31,30.2,8.37,9.31,43.38,0
10.4,30.2,8.17,10.4,19.3,0
10.1,30.2,8.4,10.1,80.94,0
10.11,30.2,8.39,10.11,49.05,0
9.26,30.2,8.6,9.26,14.54,0
9.2,30.2,8.63,9.2,13.13,0
9.17,30.2,8.65,9.17,32.98,0
9.19,30.2,8.64,9.19,19.69,0
8.41,30.2,8.75,8.41,21.05,0
5.72,17.1,4.94,5.72,8.97,0
4.43,13.8,3.16,4.43,25.97,0
3.38,4.22,0.51,3.38,21.33,0
4.31,11.9,2.57,4.31,258.43,0
4.28,11.9,2.57,4.28,69.33,0
4.18,11.9,2.63,4.18,37.53,0
4.01,11.9,2.7,4.01,6.14,0
4.17,11.9,2.66,4.17,92.06,0
5.36,15.0,4.15,5.36,264.96,0
6.42,15.0,4.86,6.42,5.33,0
7.54,15.0,5.3,7.54,2.82,0
8.51,15.0,5.49,8.51,4.79,0
9.61,15.0,5.44,9.61,2.88,0
11.39,29.7,8.14,11.39,107.69,0
12.59,29.7,7.79,12.59,47.14,0
13.82,29.7,6.99,13.82,7.64,0
14.6,29.7,6.01,14.6,31.03,0
15.83,29.7,4.89,15.83,64.0,0
14.78,29.7,5.97,14.78,72.74,0
14.92,29.7,5.97,14.92,248.99,0
13.73,29.7,7.01,13.73,82.5,0
13.69,29.7,7.01,13.69,394.51,0
13.45,29.7,7.02,13.45,11.85,0
10.84,16.4,5.08,10.84,69.83,0
10.64,16.4,4.93,10.64,281.62,0
10.53,16.4,4.85,10.53,2.19,0
11.1,16.4,5.08,11.1,17.16,0
9.79,15.7,5.23,9.79,78.85,0
12.3,29.6,7.58,12.3,791.57,0
11.01,29.6,8.0,11.01,91.11,0
11.48,29.6,7.63,11.48,182.13,0
11.31,29.6,7.61,11.31,59.03,0
11.55,29.6,7.66,11.55,21.19,0
12.82,29.6,7.28,12.82,13.99,0
11.68,29.6,7.91,11.68,85.83,0
12.16,29.6,8.15,12.16,687.88,0
10.91,29.6,8.46,10.91,82.2,0
12.02,29.6,8.11,12.02,344.44,0
9.37,18.2,5.98,9.37,78.54,0
9.4,18.2,5.94,9.4,4.21,0
10.06,18.2,6.05,10.06,372.97,0
10.35,18.2,6.2,10.35,5.0,0
9.17,18.2,6.45,9.17,82.86,0
8.01,18.2,6.09,8.01,87.3,0
9.17,18.2,6.0,9.17,194.49,0
8.63,14.7,5.37,8.63,7.91,0
9.63,14.7,5.2,9.63,3.12,0
8.45,14.7,5.32,8.45,80.45,0
8.44,14.7,5.33,8.44,16.28,0
8.46,14.7,5.31,8.46,5.0,0
8.52,14.7,5.38,8.52,363.49,0
8.55,15.0,5.41,8.55,2.74,0
10.04,17.4,5.6,10.04,16.0,0
11.11,17.4,5.51,11.11,10.92,0
9.91,17.4,6.05,9.91,87.81,0
9.0,17.4,6.23,9.0,93.65,0
9.32,17.4,6.51,9.32,348.09,0
10.88,18.2,6.58,10.88,10.98,0
11.49,18.2,6.09,11.49,49.95,0
12.62,18.2,5.45,12.62,58.07,0
12.49,18.2,5.42,12.49,7.64,0
12.31,18.2,5.36,12.31,0.75,0
11.02,18.2,5.52,11.02,65.3,0
10.1,18.2,5.46,10.1,37.12,0
11.48,18.2,4.93,11.48,150.0,0
12.64,18.2,4.27,12.64,3.18,0
11.26,18.2,5.01,11.26,83.03,0
9.67,15.7,5.07,9.67,10.47,0
11.32,25.6,6.95,11.32,1008.23,0
10.77,25.6,6.9,10.77,65.12,0
9.68,25.6,7.27,9.68,73.24,0
8.64,25.6,7.44,8.64,16.32,0
8.51,25.6,7.51,8.51,20.14,0
8.34,25.6,7.58,8.34,36.83,0
7.05,25.6,7.31,7.05,39.61,0
7.11,25.6,7.38,7.11,472.46,0
8.31,25.6,7.52,8.31,7.59,0
8.45,25.6,7.42,8.45,74.66,0
6.17,15.8,4.87,6.17,23.78,0
6.84,15.8,5.6,6.84,453.19,0
7.84,15.8,5.61,7.84,20.51,0
9.01,15.8,5.66,9.01,16.94,0
10.26,15.8,5.64,10.26,8.97,0
10.22,15.8,5.68,10.22,73.16,0
10.32,15.8,5.55,10.32,11.56,0
8.98,15.8,5.68,8.98,35.47,0
7.86,15.8,5.57,7.86,37.19,0
7.74,15.8,5.67,7.74,22.89,0
7.77,15.8,5.65,7.77,19.92,0
6.52,15.8,5.13,6.52,0.98,0
5.55,15.8,4.84,5.55,11.29,0
4.35,15.8,3.86,4.35,9.82,0
3.06,4.24,0.55,3.06,18.95,0
2.95,3.75,0.39,2.95,4.41,0
2.8,3.32,0.34,2.8,26.62,0
2.88,3.32,0.34,2.88,45.13,0
4.01,14.6,3.54,4.01,345.12,0
4.1,14.6,3.52,4.1,76.85,0
4.04,14.6,3.54,4.04,24.26,0
5.21,14.8,4.75,5.21,478.12,0
6.35,14.8,5.35,6.35,4.73,0
7.45,14.8,5.57,7.45,4.26,0
7.48,14.8,5.55,7.48,76.3,0
8.5,14.8,5.59,8.5,315.63,0
11.16,28.9,7.86,11.16,117.29,0
12.84,28.9,7.8,12.84,30.45,0
13.01,28.9,7.85,13.01,18.91,0
15.57,28.9,8.43,15.57,77.3,0
18.24,29.3,8.12,18.24,1.38,0
19.75,29.9,8.72,19.75,2.05,0
21.43,30.9,9.08,21.43,3.34,0
21.64,30.9,8.92,21.64,49.51,0
22.7,30.9,7.11,22.7,11.54,0
21.63,30.9,8.99,21.63,80.94,0
20.17,30.9,8.88,20.17,443.73,0
19.56,30.9,9.07,19.56,2.1,0
18.24,30.9,10.33,18.24,78.21,0
15.52,30.9,10.73,15.52,42.62,0
13.84,30.9,9.71,13.84,614.29,0
11.09,30.9,8.61,11.09,81.12,0
8.26,15.6,5.83,8.26,9.32,0
8.54,18.4,6.23,8.54,613.18,0
10.16,30.0,8.92,10.16,63.04,0
10.18,30.0,8.9,10.18,90.47,0
9.09,30.0,8.99,9.09,19.93,0
7.87,30.0,9.07,7.87,47.52,0
8.98,30.0,9.09,8.98,683.33,0
9.02,30.0,9.06,9.02,84.89,0
8.23,30.0,9.06,8.23,118.78,0
8.34,30.0,9.0,8.34,25.32,0
9.65,30.0,9.01,9.65,348.28,0
8.17,30.0,8.66,8.17,76.79,0
6.62,15.6,5.38,6.62,300.55,0
7.83,15.6,5.75,7.83,3.45,0
7.69,15.6,5.87,7.69,86.8,0
9.0,15.6,5.88,9.0,652.53,0
7.84,15.6,5.9,7.84,83.36,0
10.62,30.0,8.54,10.62,1109.68,0
10.59,30.0,8.56,10.59,85.4,0
11.82,30.0,8.33,11.82,258.45,0
10.51,30.0,8.65,10.51,83.82,0
10.48,30.0,8.67,10.48,30.31,0
10.52,30.0,8.69,10.52,350.15,0
9.29,30.0,8.84,9.29,82.01,0
10.66,30.0,8.66,10.66,485.82,0
9.58,30.0,8.74,9.58,73.57,0
9.6,30.0,8.72,9.6,35.66,0
8.17,15.7,6.01,8.17,488.01,0
9.14,15.7,6.11,9.14,10.19,0
7.94,15.7,5.88,7.94,73.97,0
9.3,16.1,6.04,9.3,338.69,0
10.36,16.1,5.82,10.36,13.66,1
105.76,968.91,287.77,105.76,6870.56,1
108.43,968.91,286.92,108.43,96.97,1
109.77,968.91,286.52,109.77,1.02,1
196.9,968.91,363.34,196.9,2908.5,1
198.13,968.91,362.7,198.13,98.3,1
197.74,968.91,362.9,197.74,20.81,1
197.71,968.91,362.92,197.71,16.95,1
200.42,968.91,361.56,200.42,123.19,1
201.83,968.91,360.86,201.83,1.95,1
201.83,968.91,360.86,201.83,53.97,1
106.33,875.47,256.5,106.33,0.0,1
104.79,875.47,257.0,104.79,0.72,1
104.92,875.47,256.96,104.92,117.14,1
20.17,30.8,7.97,20.17,7.89,1
21.62,30.8,8.19,21.62,5.0,1
108.44,880.03,257.31,108.44,2893.3,1
195.22,881.56,342.86,195.22,0.17,1
193.52,881.56,343.71,193.52,98.43,1
191.79,881.56,344.57,191.79,6.52,1
191.72,881.56,344.61,191.72,2.33,1
288.61,982.84,410.84,288.61,7345.75,1
288.57,982.84,410.87,288.57,98.62,1
286.92,982.84,411.93,286.92,2.21,1
285.62,982.84,412.77,285.62,7.91,1
348.97,982.84,417.17,348.97,4318.95,1
263.82,982.84,385.8,263.82,95.69,1
178.58,982.84,330.03,178.58,1.75,1
177.67,982.84,330.5,177.67,83.68,1
176.84,982.84,330.92,176.84,3.58,1
175.98,982.84,331.36,175.98,0.44,1
78.46,662.84,194.99,78.46,67.54,1
77.57,662.84,195.3,77.57,37.96,1
76.6,662.84,195.64,76.6,12.45,1
78.02,662.84,195.24,78.02,603.61,1
14.67,29.4,11.8,14.67,0.68,1
14.78,29.7,11.93,14.78,1.02,1
14.95,30.8,12.14,14.95,3.7,1
16.01,30.8,11.66,16.01,50.32,1
16.32,30.8,11.39,16.32,49.61,1
111.75,958.85,282.57,111.75,12336.5,1
111.46,958.85,282.68,111.46,99.51,1
111.42,958.85,282.69,111.42,6.81,1
200.19,958.85,363.03,200.19,20261.44,1
197.69,958.85,364.28,197.69,99.52,1
196.19,958.85,365.0,196.19,237.24,1
194.83,958.85,365.64,194.83,11.81,1
193.15,958.85,366.43,193.15,13.04,1
253.09,958.85,381.16,253.09,4290.65,1
255.26,958.85,379.82,255.26,95.22,1
162.37,891.83,302.0,162.37,1.7,1
164.88,891.83,300.78,164.88,0.33,1
167.37,891.83,299.54,167.37,1.68,1
81.03,614.69,178.1,81.03,3.07,1
83.39,614.69,177.22,83.39,1.76,1
84.91,614.69,176.68,84.91,6.09,1
86.46,614.69,176.14,86.46,6.76,1
87.97,614.69,175.58,87.97,7.91,1
28.64,31.6,2.59,28.64,26.46,1
26.12,31.6,7.74,26.12,80.19,1
24.47,31.6,8.48,24.47,216.04,1
24.38,31.6,8.43,24.38,115.67,1
22.87,31.6,8.76,22.87,50.87,1
22.08,31.6,8.58,22.08,44.37,1
19.79,31.6,9.7,19.79,75.61,1
18.33,31.6,9.2,18.33,200.0,1
18.11,29.4,8.9,18.11,96.0,1
18.07,29.4,8.85,18.07,2.38,1
18.93,30.0,9.53,18.93,4.53,1
19.93,30.0,8.39,19.93,52.67,1
19.92,30.0,8.4,19.92,6.34,1
17.71,30.0,8.65,17.71,48.72,1
17.73,30.0,8.64,17.73,111.14,1
17.75,30.0,8.65,17.75,43.75,1
18.6,30.0,7.72,18.6,34.78,1
18.76,30.0,7.66,18.76,22.96,1
16.32,30.0,7.78,16.32,70.24,1
13.9,30.0,7.3,13.9,8.7,1
13.7,28.0,6.87,13.7,520.84,1
13.41,28.0,6.9,13.41,59.64,1
13.41,28.0,6.9,13.41,17.7,1
14.46,28.0,6.61,14.46,30.83,1
110.47,974.4,288.05,110.47,5500.0,1
111.38,974.4,287.78,111.38,96.94,1
112.9,974.4,287.3,112.9,3.69,1
114.07,974.4,286.93,114.07,1.39,1
114.96,974.4,286.6,114.96,50.88,1
175.77,974.4,319.35,175.77,4306.83,1
244.48,974.4,352.38,244.48,16.75,1
246.17,974.4,351.29,246.17,96.06,1
320.17,974.4,371.8,320.17,2571.49,1
321.32,974.4,370.87,321.32,96.16,1
226.93,753.36,307.32,226.93,5.54,1
226.6,753.36,307.53,226.6,13.11,1
226.76,753.36,307.43,226.76,14.34,1
226.94,753.36,307.32,226.94,0.66,1
228.48,753.36,306.28,228.48,2.66,1
170.16,753.36,282.18,170.16,0.0,1
189.9,912.55,323.49,189.9,3014.49,1
189.08,912.55,323.91,189.08,97.81,1
115.05,912.55,265.88,115.05,34.5,1
113.86,912.55,266.29,113.86,29.77,1
112.4,912.55,266.79,112.4,6.47,1
111.17,912.55,267.21,111.17,10.69,1
109.49,912.55,267.76,109.49,4.93,1
109.46,912.55,267.77,109.46,120.74,1
198.43,918.95,358.71,198.43,2983.72,1
196.76,918.95,359.53,196.76,98.63,1
105.95,918.95,271.07,105.95,64.44,1
104.65,918.95,271.51,104.65,55.13,1
104.6,918.95,271.52,104.6,81.29,1
104.4,918.95,271.59,104.4,19.05,1
103.37,918.95,271.94,103.37,62.4,1
102.31,918.95,272.31,102.31,36.52,0
101.27,918.95,272.67,101.27,14.53,0
101.08,918.95,272.72,101.08,811.76,0
12.15,29.7,9.21,12.15,6.45,0
12.39,29.7,9.25,12.39,49.49,0
12.16,29.7,9.47,12.16,85.33,0
14.23,29.7,10.32,14.23,1154.55,0
13.18,29.7,10.94,13.18,92.17,0
14.54,29.7,11.89,14.54,1224.07,0
14.22,29.7,12.17,14.22,91.71,0
14.41,29.7,12.01,14.41,134.18,0
15.69,29.7,11.4,15.69,184.68,0
15.95,30.5,11.7,15.95,93.04,0
13.4,30.5,11.19,13.4,86.2,0
12.26,30.5,11.54,12.26,13.3,0
12.65,30.5,11.26,12.65,64.66,0
10.12,30.5,10.43,10.12,60.9,0
10.28,30.5,10.31,10.28,61.28,0
7.78,30.5,8.43,7.78,5.54,0
7.81,30.5,8.41,7.81,26.54,0
7.51,30.5,8.54,7.51,2.28,0
6.34,30.5,8.12,6.34,58.75,0
4.14,8.56,1.78,4.14,109.8,0
3.9,8.56,1.92,3.9,79.67,0
6.5,29.7,7.97,6.5,1606.9,0
6.26,29.7,8.01,6.26,87.78,0
7.51,29.7,8.27,7.51,307.71,0
7.55,29.7,8.25,7.55,71.55,0
8.62,29.7,8.36,8.62,239.67,0
9.75,29.7,8.24,9.75,2.8,0
10.04,29.7,8.03,10.04,60.65,0
9.96,29.7,8.09,9.96,38.94,0
10.54,29.7,8.17,10.54,328.14,0
10.62,29.7,8.09,10.62,82.24,0
7.98,14.8,5.23,7.98,29.92,0
