avg_rtt,max_rtt,std_rtt,moving_avg,rtt_change_rate,is_anomaly
0.95,1.76,0.32,0.95,1.51,0
0.91,1.76,0.32,0.91,31.37,0
0.91,1.76,0.32,0.91,9.21,0
0.9,1.76,0.33,0.9,12.31,0
0.89,1.76,0.34,0.89,8.8,0
0.77,1.08,0.19,0.77,5.56,0
0.86,1.83,0.37,0.86,223.22,0
0.84,1.83,0.37,0.84,61.98,0
0.89,1.83,0.38,0.89,63.55,0
0.86,1.83,0.38,0.86,34.79,0
0.86,1.83,0.38,0.86,44.53,0
0.85,1.83,0.38,0.85,37.51,0
0.86,1.83,0.38,0.86,16.41,0
0.9,1.83,0.36,0.9,21.59,0
0.93,1.83,0.34,0.93,5.51,0
0.98,1.83,0.32,0.98,20.57,0
0.9,1.14,0.16,0.9,12.3,0
0.91,1.14,0.15,0.91,13.52,0
0.88,1.08,0.13,0.88,1.16,0
0.88,1.08,0.12,0.88,2.76,0
0.93,1.5,0.22,0.93,86.07,0
0.97,1.5,0.21,0.97,24.69,0
0.98,1.5,0.2,0.98,26.31,0
0.96,1.5,0.21,0.96,6.82,0
0.94,1.5,0.23,0.94,14.42,0
0.92,1.5,0.22,0.92,38.59,0
0.88,1.5,0.25,0.88,42.03,0
0.88,1.5,0.25,0.88,55.59,0
0.87,1.5,0.26,0.87,11.41,0
0.86,1.5,0.26,0.86,7.3,0
0.79,1.13,0.15,0.79,19.64,0
0.73,0.92,0.13,0.73,38.91,0
0.71,0.92,0.12,0.71,34.67,0
0.7,0.92,0.12,0.7,2.88,0
0.7,0.92,0.12,0.7,5.46,0
0.66,0.83,0.11,0.66,21.43,0
0.66,0.83,0.11,0.66,9.91,0
0.67,0.91,0.12,0.67,61.52,0
0.67,0.91,0.12,0.67,18.85,0
0.68,0.91,0.12,0.68,1.07,0
0.66,0.91,0.12,0.66,10.87,0
0.69,0.91,0.1,0.69,11.15,0
0.72,0.99,0.14,0.72,33.45,0
0.77,1.22,0.2,0.77,23.71,0
0.79,1.22,0.2,0.79,31.52,0
0.91,1.66,0.31,0.91,99.03,0
0.92,1.66,0.29,0.92,57.93,0
0.91,1.66,0.3,0.91,14.14,0
0.93,1.66,0.29,0.93,24.66,0
0.93,1.66,0.3,0.93,33.09,0
0.93,1.66,0.29,0.93,9.84,0
0.93,1.66,0.29,0.93,1.4,0
0.92,1.66,0.29,0.92,16.65,0
0.88,1.66,0.28,0.88,9.61,0
0.92,1.66,0.3,0.92,58.73,0
0.84,1.24,0.16,0.84,29.53,0
0.85,1.24,0.16,0.85,7.17,0
0.94,1.64,0.28,0.94,102.0,0
0.9,1.64,0.29,0.9,59.79,0
0.94,1.64,0.28,0.94,56.85,0
1.01,1.64,0.31,1.01,36.27,0
1.01,1.64,0.31,1.01,47.43,0
1.0,1.64,0.31,1.0,7.01,0
0.97,1.64,0.34,0.97,32.79,0
0.93,1.64,0.33,0.93,56.44,0
0.94,1.64,0.32,0.94,9.98,0
0.93,1.64,0.33,0.93,15.57,0
0.9,1.41,0.26,0.9,64.04,0
0.96,1.41,0.27,0.96,2.12,0
0.91,1.41,0.3,0.91,57.93,0
0.82,1.3,0.27,0.82,7.91,0
0.81,1.3,0.27,0.81,17.41,0
0.79,1.3,0.28,0.79,15.39,0
0.82,1.3,0.26,0.82,22.34,0
0.83,1.3,0.26,0.83,9.39,0
0.79,1.3,0.28,0.79,41.6,0
0.84,1.3,0.3,0.84,128.36,0
0.82,1.3,0.28,0.82,9.24,0
0.8,1.22,0.26,0.8,0.43,0
0.84,1.22,0.24,0.84,20.36,0
0.86,1.22,0.22,0.86,14.3,0
0.87,1.22,0.2,0.87,3.82,0
0.9,1.22,0.19,0.9,21.51,0
0.89,1.22,0.2,0.89,14.14,0
0.88,1.22,0.2,0.88,6.38,0
0.91,1.22,0.16,0.91,8.48,0
0.86,1.11,0.14,0.86,22.98,0
0.83,1.11,0.11,0.83,29.14,0
0.82,0.94,0.08,0.82,7.67,0
0.8,0.94,0.08,0.8,21.95,0
0.77,0.94,0.13,0.77,35.74,0
0.79,0.94,0.13,0.79,80.27,0
0.79,0.94,0.13,0.79,8.75,0
0.81,0.98,0.14,0.81,6.54,0
0.86,1.25,0.2,0.86,27.73,0
0.84,1.25,0.2,0.84,40.68,0
0.83,1.25,0.21,0.83,22.01,0
0.81,1.25,0.22,0.81,6.12,0
0.8,1.25,0.21,0.8,37.9,0
0.82,1.25,0.22,0.82,8.65,0
0.84,1.25,0.19,0.84,22.89,0
0.85,1.25,0.19,0.85,28.49,0
0.86,1.25,0.19,0.86,12.49,0
0.82,1.25,0.21,0.82,45.91,0
0.79,1.03,0.16,0.79,71.58,0
0.8,1.03,0.16,0.8,6.32,0
0.85,1.04,0.16,0.85,16.03,0
0.88,1.04,0.14,0.88,11.4,0
0.87,1.04,0.14,0.87,17.67,0
0.85,1.04,0.15,0.85,0.82,0
0.86,1.04,0.14,0.86,10.26,0
0.86,1.04,0.14,0.86,5.3,0
0.87,1.14,0.15,0.87,31.08,0
0.88,1.14,0.14,0.88,46.15,0
0.9,1.17,0.17,0.9,89.5,0
0.87,1.17,0.18,0.87,44.28,0
0.87,1.17,0.18,0.87,52.2,0
0.89,1.17,0.2,0.89,17.41,0
0.88,1.17,0.22,0.88,48.38,0
0.88,1.17,0.21,0.88,36.81,0
0.9,1.17,0.21,0.9,22.69,0
0.9,1.17,0.21,0.9,10.36,0
0.87,1.17,0.2,0.87,13.36,0
0.88,1.17,0.19,0.88,12.3,0
0.83,1.16,0.17,0.83,7.66,0
0.84,1.16,0.16,0.84,3.33,0
0.95,2.14,0.43,0.95,200.84,0
0.93,2.14,0.42,0.93,59.66,0
0.98,2.14,0.41,0.98,36.73,0
1.02,2.14,0.41,1.02,2.84,0
1.03,2.14,0.41,1.03,4.46,0
1.0,2.14,0.42,1.0,38.69,0
1.04,2.14,0.42,1.04,74.15,0
1.15,2.14,0.45,1.15,47.8,0
1.2,2.14,0.43,1.2,25.04,0
1.36,2.26,0.5,1.36,73.61,0
1.25,2.26,0.43,1.25,52.96,0
1.35,2.26,0.44,1.35,73.21,0
1.42,2.26,0.47,1.42,6.66,0
1.5,2.26,0.48,1.5,4.33,0
1.53,2.26,0.46,1.53,22.03,0
1.58,2.26,0.39,1.58,21.38,0
1.56,2.26,0.42,1.56,18.56,0
1.46,2.26,0.47,1.46,18.39,0
1.47,2.26,0.47,1.47,77.03,0
1.47,2.31,0.48,1.47,71.02,0
1.59,2.31,0.51,1.59,1.65,0
1.61,2.31,0.53,1.61,9.84,0
1.67,2.54,0.59,1.67,23.67,0
1.6,2.54,0.6,1.6,53.74,0
1.72,2.6,0.67,1.72,121.97,0
1.7,2.6,0.69,1.7,61.82,0
1.83,2.6,0.65,1.83,121.82,0
1.84,2.6,0.63,1.84,61.12,0
1.9,2.6,0.61,1.9,134.23,0
1.83,2.6,0.6,1.83,18.52,0
1.85,2.6,0.62,1.85,51.6,0
1.74,2.6,0.67,1.74,62.79,0
1.67,2.6,0.62,1.67,94.14,0
1.61,2.6,0.69,1.61,67.94,0
1.41,2.48,0.66,1.41,10.21,0
1.45,2.48,0.65,1.45,117.06,0
1.47,2.48,0.67,1.47,74.74,0
1.66,2.77,0.74,1.66,15.4,0
1.62,2.77,0.73,1.62,40.21,0
1.59,2.77,0.74,1.59,20.45,0
1.48,2.77,0.67,1.48,5.57,0
1.62,2.77,0.68,1.62,63.26,0
1.51,2.77,0.73,1.51,67.61,0
1.64,2.77,0.66,1.64,146.74,0
1.69,2.77,0.59,1.69,33.92,0
1.66,2.77,0.62,1.66,12.72,0
1.53,2.77,0.59,1.53,1.21,0
1.34,2.27,0.44,1.34,14.07,0
1.27,2.27,0.44,1.27,3.17,0
1.21,2.27,0.47,1.21,22.98,0
1.28,2.27,0.53,1.28,185.17,0
1.18,2.06,0.42,1.18,36.66,0
1.24,2.06,0.4,1.24,5.4,0
1.12,2.06,0.39,1.12,59.73,0
1.13,2.06,0.4,1.13,139.21,0
1.11,2.06,0.41,1.11,35.28,0
1.23,2.23,0.53,1.23,160.15,0
1.32,2.23,0.55,1.32,16.76,0
1.33,2.23,0.54,1.33,43.83,0
1.34,2.23,0.53,1.34,22.4,0
1.22,2.23,0.49,1.22,4.65,0
1.17,2.23,0.51,1.17,10.85,0
1.11,2.23,0.51,1.11,8.45,0
1.16,2.23,0.48,1.16,30.53,0
1.12,2.23,0.48,1.12,12.9,0
1.17,2.23,0.47,1.17,44.45,0
1.03,1.86,0.32,1.03,36.54,0
0.96,1.35,0.17,0.96,27.85,0
0.91,1.35,0.2,0.91,44.15,0
0.92,1.35,0.2,0.92,35.8,0
0.89,1.35,0.22,0.89,28.43,0
1.04,2.2,0.44,1.04,271.81,0
1.01,2.2,0.46,1.01,73.42,0
1.0,2.2,0.46,1.0,56.27,0
1.1,2.2,0.54,1.1,114.53,0
1.1,2.2,0.55,1.1,28.73,0
1.2,2.2,0.57,1.2,26.61,0
1.18,2.2,0.58,1.18,47.5,0
1.29,2.2,0.56,1.29,80.38,0
1.29,2.2,0.56,1.29,46.29,0
1.34,2.2,0.51,1.34,18.75,0
1.22,1.96,0.43,1.22,12.89,0
1.27,1.96,0.38,1.27,20.63,0
1.3,1.96,0.37,1.3,11.23,0
1.2,1.77,0.31,1.2,27.51,0
1.16,1.77,0.3,1.16,7.88,0
1.1,1.68,0.23,1.1,23.0,0
1.14,1.68,0.23,1.14,14.87,0
1.07,1.38,0.16,1.07,30.28,0
1.04,1.38,0.21,1.04,40.97,0
1.02,1.38,0.22,1.02,50.36,0
0.99,1.38,0.25,0.99,28.42,0
0.99,1.38,0.25,0.99,87.12,0
0.91,1.38,0.27,0.91,54.63,0
0.89,1.38,0.28,0.89,37.69,0
0.91,1.38,0.29,0.91,58.91,0
0.87,1.38,0.27,0.87,28.5,0
0.86,1.22,0.24,0.86,50.32,0
0.88,1.22,0.26,0.88,5.28,0
0.95,1.3,0.26,0.95,12.49,0
0.92,1.3,0.28,0.92,53.67,0
1.19,3.26,0.74,1.19,439.89,0
1.16,3.26,0.75,1.16,73.7,0
1.29,3.26,0.73,1.29,108.23,0
1.36,3.26,0.71,1.36,16.66,0
1.37,3.26,0.71,1.37,21.85,0
1.45,3.26,0.69,1.45,40.85,0
1.47,3.26,0.68,1.47,12.01,0
1.65,3.26,0.81,1.65,108.84,0
1.74,3.26,0.82,1.74,27.11,0
1.77,3.26,0.79,1.77,61.87,0
1.53,3.01,0.65,1.53,1.14,0
1.51,3.01,0.67,1.51,15.25,0
1.49,3.01,0.66,1.49,116.73,0
1.4,3.01,0.72,1.4,62.74,0
1.43,3.01,0.71,1.43,163.84,0
1.41,3.01,0.71,1.41,7.99,0
1.52,3.01,0.78,1.52,79.18,0
1.47,2.52,0.7,1.47,0.64,0
1.49,2.52,0.72,1.49,4.08,0
1.47,2.52,0.74,1.47,73.83,0
1.59,2.52,0.73,1.59,223.01,0
1.6,2.52,0.71,1.6,57.6,0
1.53,2.52,0.75,1.53,0.36,0
1.56,2.52,0.71,1.56,0.78,0
1.6,2.52,0.72,1.6,122.39,0
1.55,2.52,0.75,1.55,53.93,0
1.39,2.5,0.7,1.39,4.39,0
1.22,2.4,0.6,1.22,5.55,0
1.07,2.03,0.46,1.07,5.0,0
1.17,2.03,0.46,1.17,98.39,0
1.07,1.92,0.37,1.07,37.57,0
1.32,3.39,0.78,1.32,230.55,0
1.36,3.39,0.76,1.36,64.29,0
1.46,3.39,0.76,1.46,60.4,0
1.51,3.39,0.81,1.51,24.23,0
1.56,3.39,0.78,1.56,46.06,0
1.57,3.39,0.78,1.57,21.96,0
1.75,3.39,0.81,1.75,170.6,0
1.92,3.39,0.77,1.92,10.4,0
1.93,3.39,0.77,1.93,27.74,0
1.95,3.39,0.75,1.95,33.84,0
1.8,2.75,0.58,1.8,65.16,0
1.88,2.75,0.55,1.88,1.8,0
1.81,2.75,0.58,1.81,37.47,0
1.68,2.75,0.57,1.68,6.62,0
1.74,2.75,0.56,1.74,60.56,0
1.8,2.75,0.5,1.8,12.26,0
1.66,2.46,0.4,1.66,15.38,0
1.47,1.98,0.42,1.47,56.34,0
1.47,1.98,0.42,1.47,196.32,0
1.63,2.78,0.56,1.63,55.66,0
1.65,2.78,0.57,1.65,24.29,0
1.65,2.78,0.57,1.65,5.17,0
1.71,2.78,0.55,1.71,6.22,0
1.66,2.78,0.63,1.66,68.88,0
1.6,2.78,0.64,1.6,124.48,0
1.75,3.12,0.78,1.75,138.98,0
1.74,3.12,0.79,1.74,58.27,0
1.84,3.12,0.7,1.84,18.94,0
1.83,3.12,0.7,1.83,8.58,0
1.68,3.12,0.64,1.68,25.22,0
1.64,3.12,0.62,1.64,39.41,0
1.69,3.12,0.67,1.69,41.44,0
1.74,3.12,0.7,1.74,4.5,0
1.75,3.12,0.68,1.75,71.95,0
1.68,3.12,0.75,1.68,6.07,0
1.42,2.48,0.65,1.42,15.29,0
1.34,2.48,0.71,1.34,0.32,0
1.37,2.48,0.72,1.37,245.97,0
1.41,2.48,0.74,1.41,12.26,0
1.37,2.48,0.76,1.37,59.15,0
1.26,2.48,0.78,1.26,21.8,0
1.21,2.37,0.71,1.21,199.49,0
1.11,2.06,0.6,1.11,27.18,0
1.27,2.26,0.67,1.27,57.56,0
1.3,2.26,0.65,1.3,61.03,0
1.4,2.26,0.6,1.4,69.1,0
1.4,2.26,0.59,1.4,62.02,0
1.35,2.26,0.58,1.35,131.79,0
1.32,2.26,0.55,1.32,34.52,0
1.44,2.26,0.56,1.44,17.54,0
1.51,2.26,0.5,1.51,34.23,0
1.38,2.26,0.53,1.38,48.8,0
1.48,2.38,0.61,1.48,241.17,0
1.41,2.38,0.55,1.41,34.39,0
1.46,2.38,0.52,1.46,10.32,0
1.42,2.38,0.54,1.42,22.26,0
1.58,2.38,0.5,1.58,100.57,0
1.65,2.38,0.5,1.65,9.38,0
1.59,2.38,0.52,1.59,42.98,0
1.59,2.38,0.52,1.59,86.8,0
1.68,2.38,0.56,1.68,9.31,0
1.82,2.38,0.46,1.82,11.48,0
1.74,2.3,0.42,1.74,23.56,0
1.67,2.3,0.5,1.67,45.11,0
1.74,2.3,0.5,1.74,146.38,0
1.71,2.3,0.54,1.71,60.97,0
1.62,2.3,0.53,1.62,56.37,0
1.62,2.3,0.53,1.62,55.5,0
1.7,2.3,0.51,1.7,6.36,0
1.63,2.3,0.5,1.63,22.05,0
1.47,2.11,0.51,1.47,51.95,0
1.51,2.44,0.57,1.51,247.89,0
1.56,2.44,0.59,1.56,17.19,0
1.72,2.48,0.6,1.72,22.82,0
1.7,2.48,0.58,1.7,24.9,0
1.89,2.75,0.58,1.89,47.26,0
1.87,2.75,0.6,1.87,59.67,0
1.74,2.75,0.69,1.74,35.88,0
1.72,2.75,0.69,1.72,128.3,0
1.77,2.75,0.69,1.77,23.73,0
1.91,2.75,0.6,1.91,6.23,0
1.83,2.75,0.57,1.83,24.41,0
1.68,2.75,0.68,1.68,65.58,0
1.53,2.75,0.66,1.53,77.69,0
1.42,2.75,0.69,1.42,25.6,0
1.26,2.13,0.53,1.26,52.23,0
1.49,3.41,0.83,1.49,205.51,0
1.49,3.41,0.83,1.49,79.76,0
1.43,3.41,0.84,1.43,50.81,0
1.35,3.41,0.82,1.35,14.06,0
1.27,3.41,0.77,1.27,12.73,0
1.18,3.41,0.78,1.18,48.06,0
1.24,3.41,0.75,1.24,71.88,0
1.37,3.41,0.81,1.37,88.63,0
1.39,3.41,0.79,1.39,58.93,0
1.61,3.41,0.97,1.61,259.31,0
1.51,3.33,0.83,1.51,26.96,0
1.67,3.33,0.81,1.67,6.63,0
1.63,3.33,0.84,1.63,69.24,0
1.67,3.33,0.83,1.67,118.72,0
1.7,3.33,0.82,1.7,10.56,0
1.71,3.33,0.8,1.71,50.85,0
1.72,3.33,0.8,1.72,55.62,0
1.55,3.33,0.84,1.55,56.04,0
1.56,3.33,0.84,1.56,65.25,0
1.27,2.43,0.66,1.27,46.91,0
1.27,2.37,0.65,1.27,375.86,0
1.19,2.37,0.56,1.19,36.71,0
1.32,2.37,0.58,1.32,30.09,0
1.32,2.37,0.58,1.32,21.03,0
1.4,2.55,0.68,1.4,65.29,0
1.41,2.55,0.67,1.41,63.71,0
1.36,2.55,0.7,1.36,19.48,0
1.47,2.55,0.66,1.47,128.72,0
1.57,2.55,0.64,1.57,10.89,0
1.76,2.55,0.58,1.76,28.65,0
1.74,2.55,0.56,1.74,8.82,0
1.76,2.55,0.56,1.76,22.93,0
1.65,2.55,0.62,1.65,51.09,0
1.55,2.55,0.71,1.55,37.98,0
1.37,2.43,0.66,1.37,40.55,0
1.33,2.43,0.69,1.33,25.41,0
1.31,2.43,0.71,1.31,4.0,0
1.22,2.43,0.72,1.22,32.88,0
1.14,2.43,0.68,1.14,44.94,0
1.0,2.21,0.53,1.0,0.07,0
0.87,1.71,0.34,0.87,18.47,0
0.84,1.39,0.27,0.84,57.18,0
0.88,1.39,0.3,0.88,7.35,0
1.05,2.17,0.46,1.05,68.47,0
1.2,2.26,0.57,1.2,3.85,0
1.21,2.26,0.57,1.21,73.74,0
1.2,2.26,0.57,1.2,13.65,0
